"","Name","appid","Owners_Before","Owners_After","Sales","Increase","Price_Before_Sale","Review_Score_Steam_Users","Sale_Percent","Price_After_Sale","Owners_As_Of_Today","Players_Forever_As_Of_Today","average_forever.x","median_forever.x","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever.y","average_2weeks","median_forever.y","median_2weeks","Price_Now","publisher","score","Review_Score_Metacritic_User","Review_Score_IGN","Genre","Release_Date","Review_Score_Metacritic","main_story_length","GameAge"
"914","Portal Knights",374040,147816,190963,43147,29.19,14.99,85,33,10.04,260959,249369,720,369,253673,13023,245614,12815,24351,4036,749,272,397,53,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","Post Apocalyptic Mayhem",91900,221473,233342,11869,5.36,9.99,84,60,3.99,227124,168053,178,88,236679,12580,168006,10600,1051,838,184,107,87,174,9.99,"",44,70,NA,NA,2011-03-17,70,0.783333333333333,1936
"916","POSTAL 2",223470,1278986,1297983,18997,1.49,9.99,NA,90,0.99,1332462,1050379,374,157,1336161,29841,1048327,26443,33286,4719,383,143,155,43,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","Postal 3",10220,65389,73129,7740,11.84,14.99,NA,66,5.09,76082,65427,306,153,72878,6982,64294,6558,1076,1052,278,89,144,122,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","Power of Love",368710,1753,8010,6257,356.93,4.99,76,80,0.99,11590,5795,208,217,8759,2421,5080,1843,1285,1124,209,139,214,206,4.99,"",NA,NA,NA,NA,2015-07-21,NA,NA,349
"919","Praetorians",277460,62884,68478,5594,8.9,4.99,69,85,0.74,66174,25423,192,20,61666,6423,23300,3948,514,711,201,51,18,51,4.99,"Eidos Interactive",78,82,89,"Strategy",2003-03-10,82,23,4865
"920","Primal Carnage",215470,467249,472886,5637,1.21,7.99,79,90,0.79,478924,391252,527,106,484220,17987,389093,16126,8584,2396,547,98,99,29,7.99,"",67,75,76,"Shooter",2012-11-05,75,NA,1337
"921","Primal Carnage Extinction",NA,83929,89409,5480,6.53,19.99,74,70,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","Prison Architect",233450,1551570,1746321,194751,12.55,29.99,94,75,7.49,1938314,1759605,1599,626,1856645,35148,1702480,33665,172560,10742,1556,327,593,115,27.99,"Introversion",83,83,83,"Strategy",2015-10-06,83,15.5,272
"923","Pro Cycling Manager 2015",322850,54366,67444,13078,24.06,19.99,55,33,13.39,64118,43556,4454,1845,57287,6190,35213,4853,3153,1452,4780,616,2066,517,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","Pro Cycling Manager 2016",408760,0,17571,17571,0,39.99,49,10,35.99,31779,31031,3259,2022,23300,3948,22599,3888,10511,2652,3466,938,2449,635,39.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","Professional Farmer 2014",258880,196420,211377,14957,7.61,14.99,49,80,2.99,216469,164502,548,119,215306,11999,162925,10438,2453,1281,646,85,143,101,14.99,"",NA,43,NA,NA,2013-11-28,43,NA,949
"926","Project CARS",234630,395095,446787,51692,13.08,29.99,76,50,14.99,484906,465464,1680,480,479665,17902,459694,17526,62717,6477,1820,186,482,64,29.99,"",83,69,89,"Racing",2015-05-06,69,37,425
"927","Project Druid 2D Labyrinth Explorer",NA,21045,37469,16424,78.04,0.99,31,51,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2015-07-30,NA,NA,340
"928","Project Starship",454890,22548,66669,44121,195.68,0.99,84,51,0.49,74213,47294,197,210,73404,7007,42921,5358,2102,1186,221,100,211,131,0.99,"",NA,NA,NA,NA,2015-02-02,NA,NA,518
"929","Proteus",219680,387829,393555,5726,1.48,9.99,73,66,3.39,396299,199832,62,17,399429,16338,196736,11470,1051,838,39,64,20,114,9.99,"",80,56,85,"Adventure",2013-01-30,56,1,1251
"930","Prototype",10150,426412,435159,8747,2.05,19.99,NA,75,4.99,432003,329938,727,302,437270,17094,330931,14873,3854,1605,672,178,292,56,19.99,"Activision",79,79,75,"Action",2009-06-10,79,11.5,2581
"931","PROTOTYPE 2",115320,448209,465392,17183,3.83,39.99,66,75,9.99,452379,344705,953,626,446029,17264,331456,14885,6307,2054,957,177,622,30,29.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","Psychonauts",3830,1328843,1343205,14362,1.08,9.99,95,90,0.99,1377513,750351,434,154,1347373,29965,744025,22287,5431,1906,415,246,145,159,9.99,"Majesco Games, Majesco",87,89,87,"Platformer",2005-04-19,89,13,4094
"933","Psychonauts",3830,1328843,1343205,14362,1.08,9.99,95,90,0.99,1377513,750351,434,154,1347373,29965,744025,22287,5431,1906,415,246,145,159,9.99,"Majesco Games, Majesco",87,89,86,"Platformer",2005-04-19,89,13,4094
"934","PULSAR Lost Colony",NA,48353,60467,12114,25.05,24.99,92,25,18.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","PulseCharge",438010,26556,49872,23316,87.8,0.99,51,51,0.49,63931,43182,213,213,53082,5959,33987,4768,1051,838,242,117,213,185,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","Punch Club",394310,188152,266160,78008,41.46,9.99,79,75,2.49,340780,259651,546,346,272943,13508,247191,12856,11387,2760,574,264,388,94,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","Purgatory",473470,2755,63309,60554,2197.97,0.99,56,30,0.69,72904,2617,87,98,59389,6303,1285,1124,0,0,206,0,88,0,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","Putrefaction",378270,19040,24807,5767,30.29,4.99,66,90,0.49,37761,28414,217,204,31359,4580,19796,3639,2102,1186,174,166,204,207,4.99,"",NA,NA,NA,NA,2015-06-11,NA,NA,389
"939","PuttPutt and Peps BalloonoRama",NA,10021,15504,5483,54.72,4.99,84,60,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","PuttPutt and Peps Dog on a Stick",NA,10021,17054,7033,70.18,4.99,92,60,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","PuttPutt Goes to the Moon",NA,12777,17830,5053,39.55,6.99,92,72,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1995-01-01,NA,0.5,7855
"942","PuttPutt Joins the Parade",NA,14531,24290,9759,67.16,6.99,94,60,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","PuttPutt Peps Birthday Surprise",NA,8768,14470,5702,65.03,6.99,68,60,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2014-06-06,NA,NA,759
"944","PuttPutt Saves the Zoo",NA,20293,29975,9682,47.71,6.99,96,60,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","Puzzle Agent",31270,512095,530511,18416,3.6,4.99,88,75,1.24,535004,156276,191,145,542208,19032,163100,10444,1543,1231,197,70,122,104,4.99,"",70,70,60,"Adventure",2010-06-30,70,3.5,2196
"946","Puzzle Agent 2",94590,406620,420946,14326,3.52,9.99,86,75,2.49,431630,66174,198,178,431138,16974,67447,6717,701,684,207,68,194,70,9.99,"",63,70,NA,NA,2011-06-30,70,3,1831
"947","Quake",2310,310915,321718,10803,3.47,4.99,96,50,2.49,323021,167306,159,32,328653,14822,171685,10715,4555,1745,132,39,28,18,4.99,"id Software",94,88,80,"Action",1996-06-22,88,5,7317
"948","Quake Live",282440,2541438,2572968,31530,1.24,9.99,82,50,4.99,2561924,1340687,347,37,2515879,40874,1299547,29430,28205,4344,335,279,38,55,9.99,"",NA,81,NA,NA,2009-02-24,81,NA,2687
"949","Quest of Dungeons",270050,83929,89926,5997,7.15,4.99,78,45,2.74,91597,52528,192,126,90397,7776,48702,5708,1076,1052,277,59,129,77,4.99,"",NA,64,NA,NA,2014-03-25,64,1.5,832
"950","Rabiez Epidemic",NA,15032,59175,44143,293.66,1.99,33,75,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","RabiRibi",NA,43092,55816,12724,29.53,17.99,97,25,13.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","Radical Spectrum Volume 1",NA,0,6977,6977,0,0.99,55,90,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","Rage Parking Simulator 2016",449630,130779,141607,10828,8.28,3.99,46,87,0.51,151790,106739,285,270,153815,10142,110193,8585,4730,1779,266,92,273,99,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","Raiden IV OverKill",NA,8267,14470,6203,75.03,14.99,89,75,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","Randals Monday",NA,41338,49097,7759,18.77,19.99,76,70,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",57,64,45,"Adventure",2014-12-01,64,15.5,581
"956","Ratventure Challenge",360380,125769,139540,13771,10.95,9.99,65,90,0.99,145621,96271,173,160,135070,9505,89171,7723,2102,1186,152,128,157,203,8.99,"",NA,NA,NA,NA,2015-05-08,NA,NA,423
"957","Real Boxing",296770,95203,101554,6351,6.67,4.99,64,80,0.99,102813,64492,291,210,106164,8427,66747,6682,1927,1135,269,173,206,227,4.99,"",NA,66,NA,NA,2014-07-02,66,4,733
"958","Realms of Arkania Blade of Destiny",NA,63636,69253,5617,8.83,14.99,52,80,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","Reassembly",329130,95955,105688,9733,10.14,14.99,93,50,7.49,100196,84120,1276,614,103011,8301,87594,7655,4380,1711,1106,470,467,192,14.99,"",NA,75,NA,NA,2015-02-19,75,NA,501
"960","Rebel Galaxy",290300,154079,168998,14919,9.68,19.99,87,50,9.99,184316,168427,1013,423,183422,11075,164852,10500,6657,2110,906,354,322,76,19.99,"",75,81,80,"Simulation",2015-10-16,81,17,262
"961","Red Faction",20530,501573,509839,8266,1.65,9.99,91,75,2.49,526218,195532,173,54,506294,18392,175714,10840,2453,1281,189,31,59,16,9.99,"THQ",78,82,88,"Shooter",2001-09-17,82,6,5404
"962","Red Faction",20530,501573,509839,8266,1.65,9.99,91,75,2.49,526218,195532,173,54,506294,18392,175714,10840,2453,1281,189,31,59,16,9.99,"THQ",78,82,91,"Shooter",2001-09-17,82,6,5404
"963","Red Faction",20530,501573,509839,8266,1.65,9.99,91,75,2.49,526218,195532,173,54,506294,18392,175714,10840,2453,1281,189,31,59,16,9.99,"THQ",78,82,73,"Shooter",2003-12-18,82,6,4582
"964","Red Faction Armageddon",NA,1648527,1678618,30091,1.83,19.99,74,90,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THQ",75,67,70,"Action",2011-06-07,67,8,1854
"965","Red Faction Guerrilla Steam Edition",NA,953039,967221,14182,1.49,19.99,89,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","Red Faction II",20550,478273,483481,5208,1.09,9.99,50,75,2.49,494065,121694,97,19,475636,17827,104412,8357,1800,1330,106,73,17,82,9.99,"THQ",64,56,83,"Shooter",2003-04-09,56,4.5,4835
"967","Red Faction II",20550,478273,483481,5208,1.09,9.99,50,75,2.49,494065,121694,97,19,475636,17827,104412,8357,1800,1330,106,73,17,82,9.99,"THQ",64,56,92,"Shooter",2002-10-09,56,4.5,5017
"968","Red Faction II",20550,478273,483481,5208,1.09,9.99,50,75,2.49,494065,121694,97,19,475636,17827,104412,8357,1800,1330,106,73,17,82,9.99,"THQ",64,56,74,"Shooter",2003-04-09,56,4.5,4835
"969","Reflex",328070,27558,42120,14562,52.84,9.99,88,50,4.99,39630,35517,487,95,40468,5203,36790,4961,2978,1411,544,312,107,123,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","Refunct",406150,11023,24031,13008,118.01,2.99,95,50,1.49,28788,19815,54,33,25577,4136,17694,3440,1345,1177,62,28,33,39,2.99,"",NA,NA,NA,NA,2015-10-16,NA,NA,262
"971","Reign Of Kings",344760,423656,443169,19513,4.61,19.99,61,75,4.99,473129,456305,2505,717,461096,17553,440598,17159,18044,3474,2259,428,688,74,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","ReignMaker",286200,51359,59175,7816,15.22,14.99,66,0,14.99,61127,30096,234,102,60790,6377,29256,4424,876,765,297,325,108,339,14.99,"",NA,46,NA,NA,2014-04-16,46,8,810
"973","Resident Evil 0 biohazard 0 HD REMASTER",NA,84681,89926,5245,6.19,19.99,89,30,13.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","Resident Evil 6 Biohazard 6",NA,846561,875486,28925,3.42,29.99,80,75,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","Retention",339470,86434,94060,7626,8.82,0.99,32,51,0.49,106926,71782,219,184,102310,8272,66572,6673,1076,1052,210,132,192,218,0.99,"",NA,NA,NA,NA,2015-01-13,NA,0.25,538
"976","Retro City Rampage DX",204630,357013,365647,8634,2.42,9.99,90,50,4.99,366577,224133,192,75,379808,15933,230373,12411,2453,1281,225,90,89,89,9.99,"",NA,82,NA,NA,2014-11-11,82,5.5,601
"977","Return NULL Episode 1",NA,14781,22481,7700,52.09,1.99,66,75,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2015-04-02,NA,NA,459
"978","Reus",222730,802216,816311,14095,1.76,9.99,82,75,2.49,842883,654267,276,107,850189,23821,655029,20915,5256,1875,280,120,109,93,9.99,"",75,73,68,"Simulation",2013-05-16,73,7,1145
"979","Rhiannon Curse of the Four Branches",NA,29563,35660,6097,20.62,5.99,73,80,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Got Game Entertainment",67,67,75,"Adventure",2008-11-14,67,NA,2789
"980","Ricochet",60,7235232,7309588,74356,1.03,4.99,80,80,0.99,7275640,843257,140,3,7198136,68641,843707,23730,3504,1531,41,50,4,4,4.99,"",NA,76,NA,NA,2004-10-06,76,40,4289
"981","Ridge Racer Unbounded",202310,170364,176234,5870,3.45,9.99,58,75,2.49,171605,100009,260,59,174137,10791,104412,8357,2102,1186,224,81,53,97,9.99,"Namco Bandai Games",72,60,NA,NA,2012-03-29,60,7,1558
"982","RIP",2540,131280,146775,15495,11.8,4.99,63,80,0.99,142630,32713,29,14,139099,9645,35738,4890,0,0,27,0,9,0,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","RIP 2 Strike Back",NA,130529,146258,15729,12.05,4.99,63,80,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","RIP 3 The Last Hero",NA,130529,146258,15729,12.05,4.99,63,80,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","Rise of Nations Extended Edition",NA,516605,599765,83160,16.1,19.99,91,80,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,67,NA,NA,2014-06-12,67,20,753
"986","Rise of the Tomb Raider",391220,745846,898743,152897,20.5,59.99,91,35,38.99,964764,905132,1314,1012,937257,25007,869985,24096,97580,8079,1299,256,1004,69,49.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","Risen 2 Dark Waters",NA,1191549,1218910,27361,2.3,9.99,77,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deep Silver",69,56,65,"RPG",2012-04-24,56,26.5,1532
"988","Risen 3 Titan Lords",NA,256548,292517,35969,14.02,14.99,71,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,56,52,"RPG",2014-08-12,56,24,692
"989","Risk of Rain",248820,1325586,1343205,17619,1.33,9.99,94,75,2.49,1332088,1148893,1000,327,1347198,29963,1163951,27859,39943,5169,940,149,313,36,9.99,"",77,80,NA,NA,2013-11-08,80,2.5,969
"990","Risky Rescue",439910,11524,16796,5272,45.75,0.99,85,51,0.49,22619,15515,195,202,21373,3781,13840,3043,1402,968,178,10,170,14,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","Robins Quest",NA,6764,12661,5897,87.18,4.99,85,85,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","Robot RollerDerby Disco Dodgeball",NA,169612,177009,7397,4.36,9.99,93,60,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,86,NA,NA,2014-03-28,86,NA,829
"993","Rock N Roll Defense",NA,3006,10077,7071,235.23,1.99,64,90,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","Rocket League",252950,3497233,3738647,241414,6.9,19.99,93,40,11.99,4094779,3911210,3721,1120,4029856,51611,3847660,50444,1163075,27848,3502,451,1089,180,19.99,"",86,80,80,"Sports",2015-07-07,80,3,363
"995","Rocksmith 2014",221680,476018,514232,38214,8.03,39.99,92,75,9.99,526966,489953,3000,650,511900,18493,472833,17774,46600,5583,3018,396,587,134,29.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","Rogue Legacy",241600,1192050,1208316,16266,1.36,14.99,94,80,2.99,1227219,1123657,921,477,1231048,28647,1133293,27490,22950,3918,881,172,461,36,14.99,"Cellar Door Games",85,79,90,"RPG",2013-06-27,79,16.5,1103
"997","Roguelands",364420,43342,59950,16608,38.32,9.99,86,10,8.99,155716,109543,759,284,151187,10055,108617,8523,19271,3590,644,316,246,111,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","RollerCoaster Tycoon 2 Triple Thrill Pack",NA,236005,271328,35323,14.97,9.99,87,60,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atari",NA,23,NA,NA,2003-08-01,23,NA,4721
"999","RollerCoaster Tycoon 3 Platinum",NA,691730,724834,33104,4.79,19.99,88,60,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,30,NA,NA,2006-11-08,30,14.5,3526
"1000","RollerCoaster Tycoon Deluxe",NA,274086,296910,22824,8.33,5.99,94,60,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atari",NA,NA,NA,NA,2003-05-08,NA,300,4806
"1001","RollerCoaster Tycoon World",282560,65891,81398,15507,23.53,49.99,33,20,39.99,90102,84681,579,259,90748,7791,86368,7601,13489,3004,592,312,260,27,34.49,"",NA,NA,NA,NA,2015-12-12,NA,NA,205
"1002","Rolling Sun",371670,11274,52973,41699,369.87,4.99,41,90,0.49,63184,34209,229,204,62192,6450,34512,4805,1577,1027,190,93,212,100,4.99,"",NA,60,NA,NA,2015-06-03,60,NA,397
"1003","Rome Total War",NA,1519752,1533910,14158,0.93,9.99,94,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Activision",92,91,94,"Strategy",2004-09-22,91,38.5,4303
"1004","RONIN",274230,102218,108531,6313,6.18,12.99,75,60,5.19,109169,49724,301,178,104587,8364,47301,5625,1577,1027,266,131,146,189,12.99,"",70,79,NA,NA,2015-06-30,79,NA,370
"1005","Roogoo",38210,71152,76230,5078,7.14,1.99,78,80,0.59,69165,20376,25,8,73579,7016,19621,3623,0,0,29,0,8,0,1.99,"",72,72,71,"Puzzle",2008-06-30,72,2.5,2926
"1006","Roogoo",38210,71152,76230,5078,7.14,1.99,78,80,0.59,69165,20376,25,8,73579,7016,19621,3623,0,0,29,0,8,0,1.99,"",72,72,85,"Puzzle",2008-06-30,72,2.5,2926
"1007","Roommates",317300,39083,44963,5880,15.04,24.99,79,50,12.49,46360,22806,236,117,41695,5281,22774,3903,0,0,235,0,99,0,22.99,"",NA,NA,NA,NA,2014-02-26,NA,4,859
"1008","Rover The Dragonslayer",483260,0,6460,6460,0,4.99,66,30,3.49,9721,748,9,10,6832,2138,538,744,550,1076,3,4,3,4,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","RPG Maker MV",363890,41338,50389,9051,21.9,79.99,86,45,43.99,54958,50659,4503,741,54659,6047,50104,5789,11562,2781,4427,770,840,120,73.99,"",NA,77,NA,NA,2015-10-23,77,NA,255
"1010","Runaway A Road Adventure",NA,111739,118092,6353,5.69,9.99,73,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tri Synergy",74,80,NA,NA,2003-08-28,80,7,4694
"1011","Runaway A Twist of Fate",NA,109985,120934,10949,9.95,9.99,88,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Focus Home Interactive",79,85,NA,NA,2011-04-21,85,6,1901
"1012","Runaway The Dream of the Turtle",NA,103721,108789,5068,4.89,9.99,60,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cdv Software",67,82,72,"Adventure",2007-03-16,82,NA,3398
"1013","Runespell Overture",NA,110235,117834,7599,6.89,9.99,77,0,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",69,68,65,"RPG",2011-07-20,68,6.5,1811
"1014","RUNNING WITH RIFLES",270150,171366,178043,6677,3.9,14.99,90,50,7.49,196093,185438,660,255,199364,11546,189203,11248,22424,3873,556,173,239,72,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","Russian Horror Story",390970,62634,70545,7911,12.63,7.99,59,80,1.59,105244,33648,138,129,91799,7836,26979,4248,3153,1452,225,134,109,127,7.99,"",NA,NA,NA,NA,2015-11-02,NA,NA,245
"1016","Rust",252490,3869780,3997830,128050,3.31,19.99,81,50,9.99,4432007,4231801,5629,1361,4373925,53740,4181043,52558,609480,20176,5525,946,1386,257,19.99,"",NA,61,NA,NA,2013-12-11,61,120,936
"1017","RWBY Grimm Eclipse",NA,143557,196648,53091,36.98,24.99,87,50,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","Ryse Son of Rome",NA,601036,663591,62555,10.41,19.99,83,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",61,64,68,"Action, Adventure",2013-11-21,64,6.5,956
"1019","Sacra Terra Angelic Night",NA,19792,25323,5531,27.95,2.99,86,60,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viva Media, Viva Media, LLC",NA,NA,NA,NA,2011-10-12,NA,3.5,1727
"1020","Sacraboar",40500,48854,56332,7478,15.31,8.99,29,90,0.89,56454,11590,37,20,49753,5769,10862,2695,0,0,20,0,11,0,8.49,"",NA,NA,NA,NA,2009-11-06,NA,NA,2432
"1021","Sacred 3",247950,235002,241611,6609,2.81,14.99,20,75,3.74,243948,120572,333,174,248767,12897,123858,9102,3854,1605,329,116,149,89,14.99,"",57,14,65,"RPG",2014-07-31,14,8,704
"1022","Sacred Gold",12320,167358,179076,11718,7,9.99,82,85,1.49,176465,121694,476,83,182546,11049,124909,9140,4730,1779,654,235,74,50,1.99,"Encore Software, Inc.",NA,83,NA,NA,2005-08-16,83,15.5,3975
"1023","Sacrifice",38440,45848,52198,6350,13.85,9.99,92,50,4.99,45425,22993,231,63,49753,5769,25928,4165,550,1076,490,2,82,2,9.99,"Interplay",89,88,94,"Strategy",2000-11-16,88,9.5,5709
"1024","Safecracker The Ultimate Puzzle Adventure",NA,71903,79331,7428,10.33,4.99,67,75,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Adventure Company",69,70,69,"Puzzle, Adventure",2006-08-02,70,3.5,3624
"1025","Saint Seiya Soldiers Soul",NA,7766,14987,7221,92.98,49.99,91,66,16.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,50,NA,NA,2015-10-06,50,NA,272
"1026","Saints Row 2",9480,2213737,2221275,7538,0.34,9.99,77,75,2.49,2249745,1126648,1031,151,2272192,38858,1122782,27363,16818,3354,1002,355,158,50,9.99,"THQ",72,67,82,"Action",2008-10-09,67,20.5,2825
"1027","Saints Row 2",9480,2213737,2221275,7538,0.34,9.99,77,75,2.49,2249745,1126648,1031,151,2272192,38858,1122782,27363,16818,3354,1002,355,158,50,9.99,"THQ",72,67,63,"Action",2009-01-05,67,20.5,2737
"1028","Saints Row Gat out of Hell",NA,360270,434383,74113,20.57,14.99,75,75,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","Saints Row IV",206420,2770177,2797267,27090,0.98,14.99,92,75,3.74,2845315,2411629,1239,850,2827889,43313,2392196,39864,76732,7164,1250,215,845,67,14.99,"",86,74,73,"Action",2013-08-20,74,15,1049
"1030","Saints Row The Third",NA,3746016,3784127,38111,1.02,9.99,96,75,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THQ",84,81,85,"Action",2011-11-21,81,14.5,1687
"1031","Saints Row The Third",NA,3746016,3784127,38111,1.02,9.99,96,75,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THQ",84,81,85,"Action",2011-11-11,81,14.5,1697
"1032","Sakura Angels",342380,96957,119642,22685,23.4,9.99,86,75,2.49,137396,87859,201,132,125960,9179,77608,7205,2803,1369,162,110,114,91,9.99,"",NA,71,NA,NA,2015-01-16,71,2,535
"1033","Sakura Beach",377680,30565,43154,12589,41.19,9.99,80,75,2.49,53650,28601,190,220,45724,5531,22249,3858,1752,1082,180,163,187,99,9.99,"",NA,45,NA,NA,2015-08-14,45,NA,325
"1034","Sakura Beach 2",407980,24803,34626,9823,39.6,9.99,69,66,3.39,44677,20937,239,264,36439,4937,16293,3301,1577,1027,245,154,255,101,9.99,"",NA,73,NA,NA,2015-11-06,73,NA,241
